SCRIPT,LOCATOR_METHOD,VARIABLE,DESCRIPTION,UNIT,VALUES,TYPE,COLOR
demand,get_demand_results_file,Q_gain_sen_pro_kWh,Sensible heat gain from industrial processes.,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Q_gain_sen_roof_kWh,Sensible heat gain from transmission through the roof,kWh,{0.0...n},float,brown_lighter
demand,get_demand_results_file,Q_gain_sen_vent_kWh,Sensible heat gain from ventilation and infiltration,kWh,{0.0...n},float,green
demand,get_demand_results_file,Q_gain_sen_wall_kWh,Sensible heat gain from transmission through the walls,kWh,{0.0...n},float,brown
demand,get_demand_results_file,Q_gain_sen_wind_kWh,Sensible heat gain from transmission through the windows,kWh,{0.0...n},float,grey_light
demand,get_demand_results_file,Q_loss_sen_ref_kWh,Sensible heat loss from refrigeration systems,kWh,{0.0...n},float,grey
demand,get_demand_results_file,Qcdata_kWh,Data centre space cooling demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcdata_sys_kWh,End-use data center cooling demand,kWh,{0.0...n},float,blue_light
demand,get_demand_results_file,Qcre_kWh,Refrigeration space cooling demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcre_sys_kWh,End-use refrigeration demand,kWh,{0.0...n},float,blue_lighter
demand,get_demand_results_file,Qcs_dis_ls_kWh,Cooling system distribution losses,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_em_ls_kWh,Cooling system emission losses,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_kWh,Specific cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_lat_ahu_kWh,AHU latent cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_lat_aru_kWh,ARU latent cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_lat_sys_kWh,Total latent cool demand for all systems,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_sen_ahu_kWh,AHU sensible cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_sen_aru_kWh,ARU sensible cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_sen_scu_kWh,SHU sensible cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_sen_sys_kWh,Total sensible cool demand for all systems,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_sys_ahu_kWh,AHU system cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_sys_aru_kWh,ARU system cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qcs_sys_kWh,End-use space cooling demand,kWh,{0.0...n},float,blue
demand,get_demand_results_file,Qcs_sys_scu_kWh,SCU system cool demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhpro_sys_kWh,Industrial process heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_dis_ls_kWh,Heating system distribution losses,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_em_ls_kWh,Heating system emission losses,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_kWh,Sensible heating system demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_lat_ahu_kWh,AHU latent heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_lat_aru_kWh,ARU latent heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_lat_sys_kWh,Total latent heat demand for all systems,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_sen_ahu_kWh,AHU sensible heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_sen_aru_kWh,ARU sensible heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_sen_shu_kWh,SHU sensible heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_sen_sys_kWh,Total sensible heat demand for all systems,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_sys_ahu_kWh,AHU system heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_sys_aru_kWh,ARU system heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qhs_sys_kWh,End-use space heating demand,kWh,{0.0...n},float,red
demand,get_demand_results_file,Qhs_sys_shu_kWh,SHU system heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qww_kWh,DHW specific heat demand,[kWh],{0.0...n},float,black
demand,get_demand_results_file,Qww_sys_kWh,End-use hotwater demand,kWh,{0.0...n},float,orange
demand,get_demand_results_file,SOLAR_hs_kWh,Solar energy consumption due to space heating,kWh,{0.0...n},float,yellow
demand,get_demand_results_file,SOLAR_ww_kWh,Solar energy consumption due to hotwater,kWh,{0.0...n},float,yellow_light
demand,get_demand_results_file,T_ext_C,Outdoor temperature,C,{0.0...n},float,grey
demand,get_demand_results_file,T_int_C,Indoor temperature,C,{0.0...n},float,grey
demand,get_demand_results_file,Tcdata_sys_re_C,Cooling supply temperature of the data centre,[C],{0.0...n},float,black
demand,get_demand_results_file,Tcdata_sys_sup_C,Cooling return temperature of the data centre,[C],{0.0...n},float,black
demand,get_demand_results_file,Tcre_sys_re_C,Cooling return temperature of the refrigeration system.,[C],{0.0...n},float,black
demand,get_demand_results_file,Tcre_sys_sup_C,Cooling supply temperature of the refrigeration system.,[C],{0.0...n},float,black
demand,get_demand_results_file,Tcs_sys_re_C,System cooling return temperature.,[C],{0.0...n},float,black
demand,get_demand_results_file,Tcs_sys_re_ahu_C,Return temperature cooling system,C,{0.0...n},float,blue_light
demand,get_demand_results_file,Tcs_sys_re_aru_C,Return temperature cooling system,C,{0.0...n},float,blue_light
demand,get_demand_results_file,Tcs_sys_re_scu_C,Return temperature cooling system,C,{0.0...n},float,blue_light
demand,get_demand_results_file,Tcs_sys_sup_C,System cooling supply temperature.,[C],{0.0...n},float,black
demand,get_demand_results_file,Tcs_sys_sup_ahu_C,Supply temperature cooling system,C,{0.0...n},float,blue
demand,get_demand_results_file,Tcs_sys_sup_aru_C,Supply temperature cooling system,C,{0.0...n},float,blue
demand,get_demand_results_file,Tcs_sys_sup_scu_C,Supply temperature cooling system,C,{0.0...n},float,blue
demand,get_demand_results_file,Ths_sys_re_C,Heating system return temperature.,[C],{0.0...n},float,black
demand,get_demand_results_file,Ths_sys_re_ahu_C,Return temperature heating system,C,{0.0...n},float,yellow
demand,get_demand_results_file,Ths_sys_re_aru_C,Return temperature heating system,C,{0.0...n},float,yellow
demand,get_demand_results_file,Ths_sys_re_shu_C,Return temperature heating system,C,{0.0...n},float,yellow
demand,get_demand_results_file,Ths_sys_sup_C,Heating system supply temperature.,[C],{0.0...n},float,black
demand,get_demand_results_file,Ths_sys_sup_ahu_C,Supply temperature heating system,C,{0.0...n},float,red
demand,get_demand_results_file,Ths_sys_sup_aru_C,Supply temperature heating system,C,{0.0...n},float,red
demand,get_demand_results_file,Ths_sys_sup_shu_C,Supply temperature heating system,C,{0.0...n},float,red
demand,get_demand_results_file,Tww_sys_re_C,Return temperature hotwater system,C,{0.0...n},float,orange_light
demand,get_demand_results_file,Tww_sys_sup_C,Supply temperature hotwater system,C,{0.0...n},float,orange
demand,get_demand_results_file,WOOD_hs_kWh,WOOD consumption due to space heating,kWh,{0.0...n},float,brown
demand,get_demand_results_file,WOOD_ww_kWh,WOOD consumption due to hotwater,kWh,{0.0...n},float,brown_light
demand,get_demand_results_file,mcpcdata_sys_kWperC,Capacity flow rate (mass flow* specific heat capacity) of the chilled water delivered to data centre.,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcpcre_sys_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the chilled water delivered to refrigeration.,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcpcs_sys_ahu_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the chilled water delivered to air handling units (space cooling).,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcpcs_sys_aru_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the chilled water delivered to air recirculation units (space cooling).,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcpcs_sys_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the chilled water delivered to space cooling.,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcpcs_sys_scu_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the chilled water delivered to sensible cooling units (space cooling).,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcphs_sys_ahu_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the warm water delivered to air handling units (space heating).,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcphs_sys_aru_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the warm water delivered to air recirculation units (space heating).,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcphs_sys_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the warm water delivered to space heating.,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcphs_sys_shu_kWperC,Capacity flow rate (mass flow* specific heat Capacity) of the warm water delivered to sensible heating units (space heating).,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcptw_kWperC,Capacity flow rate (mass flow* specific heat capaicty) of the fresh water,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,mcpww_sys_kWperC,Capacity flow rate (mass flow* specific heat capaicty) of domestic hot water,[kW/Cap],{0.0...n},float,black
demand,get_demand_results_file,people,"Predicted occupancy, number of people in building",[people],{0...n},int,black
demand,get_demand_results_file,theta_o_C,"Operative temperature in building (RC-model), used for comfort plotting",[C],{0.0...n},float,black
demand,get_demand_results_file,x_int,Internal mass fraction of humidity (water/dry air),[kg/kg],{0.0...n},float,black
demand,get_total_demand,Af_m2,Conditioned floor area (heated/cooled),[m2],{0.0...n},float,black
demand,get_total_demand,Aroof_m2,Roof area,[m2],{0.0...n},float,black
demand,get_total_demand,COAL_hs0_kW,Nominal Coal consumption due to space heating,kW,{0.0...n},float,black
demand,get_total_demand,COAL_hs_MWhyr,Coal consumption due to space heating,MWh/yr,{0.0...n},float,black
demand,get_total_demand,COAL_ww0_kW,Nominal Coal consumption due to hotwater,kW,{0.0...n},float,grey
demand,get_total_demand,COAL_ww_MWhyr,Coal consumption due to hotwater,MWh/yr,{0.0...n},float,grey
demand,get_total_demand,DC_cdata0_kW,Nominal district cooling for final data center cooling demand,kW,{0.0...n},float,blue_light
demand,get_total_demand,DC_cdata_MWhyr,District cooling for data center cooling demand,MWh/yr,{0.0...n},float,blue_light
demand,get_total_demand,DC_cre0_kW,Nominal district cooling for refrigeration demand,kW,{0.0...n},float,blue_lighter
demand,get_total_demand,DC_cre_MWhyr,District cooling for refrigeration demand,MWh/yr,{0.0...n},float,blue_lighter
demand,get_total_demand,DC_cs0_kW,Nominal district cooling for space cooling demand,kW,{0.0...n},float,blue
demand,get_total_demand,DC_cs_MWhyr,District cooling for space cooling demand,MWh/yr,{0.0...n},float,blue
demand,get_total_demand,DH_hs0_kW,Nominal district heating for space heating demand,kW,{0.0...n},float,orange
demand,get_total_demand,DH_hs_MWhyr,District heating for space heating demand,MWh/yr,{0.0...n},float,orange
demand,get_total_demand,DH_ww0_kW,Nominal district heating for hotwater demand,kW,{0.0...n},float,orange_light
demand,get_total_demand,DH_ww_MWhyr,District heating for hotwater demand,MWh/yr,{0.0...n},float,orange_light
demand,get_total_demand,E_cdata0_kW,Nominal Data centre cooling specific electricity consumption.,[kW/year],{0.0...n},float,black
demand,get_total_demand,E_cdata_MWhyr,Electricity consumption due to data center cooling,MWh/yr,{0.0...n},float,yellow_light
demand,get_total_demand,E_cre0_kW,Nominal Refrigeration system electricity consumption.,[kW/year],{0.0...n},float,black
demand,get_total_demand,E_cre_MWhyr,Electricity consumption due to refrigeration,MWh/yr,{0.0...n},float,yellow_lighter
demand,get_total_demand,E_cs0_kW,Nominal Cooling system electricity consumption.,[kW/year],{0.0...n},float,black
demand,get_total_demand,E_cs_MWhyr,Electricity consumption due to space cooling,MWh/yr,{0.0...n},float,blue_light
demand,get_total_demand,E_hs0_kW,Nominal Heating system electricity consumption.,[kW/year],{0.0...n},float,black
demand,get_total_demand,E_hs_MWhyr,Electricity consumption due to space heating,MWh/yr,{0.0...n},float,green_light
demand,get_total_demand,E_sys0_kW,Nominal end-use electricity demand,kW,{0.0...n},float,green
demand,get_total_demand,E_sys_MWhyr,End-use electricity demand,MWh/yr,{0.0...n},float,green
demand,get_total_demand,E_ww0_kW,Nominal Domestic hot water electricity consumption.,[kW/year],{0.0...n},float,black
demand,get_total_demand,E_ww_MWhyr,Electricity consumption due to hot water,MWh/yr,{0.0...n},float,green_lighter
demand,get_total_demand,Eal0_kW,Nominal Total net electricity for all sources and sinks.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Eal_MWhyr,Electricity consumption due to appliances and lighting,MWh/yr,{0.0...n},float,green
demand,get_total_demand,Eaux0_kW,Nominal Auxiliary electricity consumption.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Eaux_MWhyr,Electricity consumption due to auxiliary equipment,MWh/yr,{0.0...n},float,yellow
demand,get_total_demand,Edata0_kW,Nominal Data centre electricity consumption.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Edata_MWhyr,Electricity consumption for data center,MWh/yr,{0.0...n},float,blue_lighter
demand,get_total_demand,Epro0_kW,Nominal Industrial processes electricity consumption.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Epro_MWhyr,Electricity supplied to industrial processes,MWh/yr,{0.0...n},float,brown_lighter
demand,get_total_demand,GRID0_kW,Nominal Grid electricity consumption,kW,{0.0...n},float,green
demand,get_total_demand,GRID_MWhyr,Grid electricity consumption,MWh/yr,{0.0...n},float,green
demand,get_total_demand,NFA_m2,TODO,TODO,TODO,TODO,black
demand,get_total_demand,NG_hs0_kW,Nominal NG consumption due to space heating,kW,{0.0...n},float,red
demand,get_total_demand,NG_hs_MWhyr,NG consumption due to space heating,MWh/yr,{0.0...n},float,red
demand,get_total_demand,NG_ww0_kW,Nominal NG consumption due to hotwater,kW,{0.0...n},float,red_light
demand,get_total_demand,NG_ww_MWhyr,NG consumption due to hotwater,MWh/yr,{0.0...n},float,red_light
demand,get_total_demand,OIL_hs0_kW,Nominal OIL consumption due to space heating,kW,{0.0...n},float,orange
demand,get_total_demand,OIL_hs_MWhyr,OIL consumption due to space heating,MWh/yr,{0.0...n},float,orange
demand,get_total_demand,OIL_ww0_kW,Nominal OIL consumption due to hotwater,kW,{0.0...n},float,orange_light
demand,get_total_demand,OIL_ww_MWhyr,OIL consumption due to hotwater,MWh/yr,{0.0...n},float,orange_light
demand,get_total_demand,PV0_kW,Nominal PV electricity consumption,kW,{0.0...n},float,yellow
demand,get_total_demand,PV_MWhyr,PV electricity consumption,MWh/yr,{0.0...n},float,yellow
demand,get_total_demand,QC_sys0_kW,Nominal Total system cooling demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,QC_sys_MWhyr,Total system cooling demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,QH_sys0_kW,Nominal total building heating demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,QH_sys_MWhyr,Total building heating demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcdata0_kW,Nominal Data centre cooling demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcdata_MWhyr,Data centre cooling demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcdata_sys0_kW,Nominal end-use data center cooling demand,kW,{0.0...n},float,blue_light
demand,get_total_demand,Qcdata_sys_MWhyr,End-use data center cooling demand,MWh/yr,{0.0...n},float,blue_light
demand,get_total_demand,Qcre0_kW,Nominal Refrigeration cooling demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcre_MWhyr,Refrigeration cooling demand for the system,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcre_sys0_kW, Nominal refrigeration cooling demand,kW,{0.0...n},float,blue_lighter
demand,get_total_demand,Qcre_sys_MWhyr,End-use refrigeration demand,MWh/yr,{0.0...n},float,blue_lighter
demand,get_total_demand,Qcs0_kW,Nominal Total cooling demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_MWhyr,Total cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_dis_ls0_kW,Nominal Cool distribution losses.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_dis_ls_MWhyr,Cool distribution losses,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_em_ls0_kW,Nominal Cool emission losses.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_em_ls_MWhyr,Cool emission losses,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_lat_ahu0_kW,Nominal AHU latent cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_lat_ahu_MWhyr,AHU latent cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_lat_aru0_kW,Nominal ARU latent cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_lat_aru_MWhyr,ARU latent cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_lat_sys0_kW,Nominal System latent cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_lat_sys_MWhyr,System latent cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sen_ahu0_kW,Nominal AHU system cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sen_ahu_MWhyr,AHU system cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sen_aru0_kW,Nominal ARU system cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sen_aru_MWhyr,ARU system cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sen_scu0_kW,Nominal SCU system cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sen_scu_MWhyr,SCU system cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sen_sys0_kW,Nominal Sensible system cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sen_sys_MWhyr,Sensible system cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sys0_kW,Nominal end-use space cooling demand,kW,{0.0...n},float,blue
demand,get_total_demand,Qcs_sys_MWhyr,End-use space cooling demand,MWh/yr,{0.0...n},float,blue
demand,get_total_demand,Qcs_sys_ahu0_kW,Nominal AHU system cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sys_ahu_MWhyr,AHU system cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sys_aru0_kW,Nominal ARU system cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sys_aru_MWhyr,ARU system cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sys_scu0_kW,Nominal SCU system cool demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qcs_sys_scu_MWhyr,SCU system cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhpro_sys0_kW,Nominal process heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhpro_sys_MWhyr,Yearly industrial processes heat demand.,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs0_kW,Nominal Total heating demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_MWhyr,Total heating demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_dis_ls0_kW,Nominal Heating system distribution losses.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_dis_ls_MWhyr,Heating system distribution losses,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_em_ls0_kW,Nominal Heating emission losses.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_em_ls_MWhyr,Heating system emission losses,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_lat_ahu0_kW,Nominal AHU latent heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_lat_ahu_MWhyr,AHU latent heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_lat_aru0_kW,Nominal ARU latent heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_lat_aru_MWhyr,ARU latent heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_lat_sys0_kW,Nominal System latent heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_lat_sys_MWhyr,System latent heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sen_ahu0_kW,Nominal AHU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sen_ahu_MWhyr,AHU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sen_aru0_kW,ARU sensible heat demand,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sen_aru_MWhyr,ARU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sen_shu0_kW,Nominal SHU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sen_shu_MWhyr,SHU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sen_sys0_kW,Nominal HVAC systems sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sen_sys_MWhyr,SHU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sys0_kW,Nominal end-use space heating demand,kW,{0.0...n},float,red
demand,get_total_demand,Qhs_sys_MWhyr,End-use space heating demand,MWh/yr,{0.0...n},float,red
demand,get_total_demand,Qhs_sys_ahu0_kW,Nominal AHU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sys_ahu_MWhyr,AHU system heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sys_aru0_kW,Nominal ARU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sys_aru_MWhyr,ARU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sys_shu0_kW,Nominal SHU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qhs_sys_shu_MWhyr,SHU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qww0_kW,Nominal DHW heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,Qww_MWhyr,DHW heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,Qww_sys0_kW,Nominal end-use hotwater demand,kW,{0.0...n},float,orange
demand,get_total_demand,Qww_sys_MWhyr,End-use hotwater demand,MWh/yr,{0.0...n},float,orange
