METADATA,mixed-schedule
MONTHLY_MULTIPLIER,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
PROCESSES,ELECTROMOBILITY,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0,0,24,SETPOINT,0.2,0,0.2,SETPOINT,0.4,0.4,SATURDAY
0,0,1,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,2,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,3,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,4,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,5,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,6,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,7,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,8,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,9,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,10,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,11,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,12,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,13,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,14,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,15,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,16,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,17,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,18,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,19,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,20,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,21,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,22,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,23,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
0,0,24,OFF,0.0,0,0.0,OFF,0.1,0.1,SUNDAY
